Protocolo;data;hora;natureza;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
202222587,0;2022-09-23;;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;VIADUTO CAPITAO TEMUDO;;;EM CIMA DO VIADUTO / SENTIDO BOA VIAGEM;ILHA JOANA BEZERRA;;;CHOQUE;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Viaduto;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Outros;;
202222589,0;2022-09-23;;COM VÍTIMA;FINALIZADA;BEBERIBE;AV BEBERIBE;581,0;;BAR BATE PAPO / CANAL DA CONSTRUÇÃO;BEBERIBE;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Mal conservada;Faixa de pedestre;Outras;;Dupla;Não existe;;
202222610,0;2022-09-23;;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;2347,0;;EM FRENTE AO RESTAURANTE XODÓ NORDESTINO;SAN MARTIN;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Dupla;Não existe;;
202222628,0;2022-09-23;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;2965,0;;AO LADO DO BANCO DO NORDESTE;BOA VIAGEM;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202222639,0;2022-09-23;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA PADRE CARAPUCEIRO;EM FRENTE FRISABOR;BOA VIAGEM;;SUBURBIO;ATROPELAMENTO DE PESSOA;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Não existe;;
202222647,0;2022-09-23;;COM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;RUA LORENA;93,0;;PROX ACADEMIA WM;JARDIM SÃO PAULO;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;"Placas ""Pare""";;;;Não existe;
202222648,0;2022-09-23;;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;RUA HENRIQUE DIAS;;DERBY;68,0;;COLISÃO LATERAL;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Canal;;
202222651,0;2022-09-23;;COM VÍTIMA;CANCELADA;AREIAS;AV RECIFE;;;EM FRENTE AO RESTAURANTE PAJUÇARA;AREIAS;;SUBURBIO;COLISÃO COM CICLISTA;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;;;;;;;;;;;;;
202222667,0;2022-09-23;;COM VÍTIMA;CANCELADA;BOMBA DO HEMETÉRIO;RUA CHA DE ALEGRIA;115,0;;;BOMBA DO HEMETÉRIO;;;COLISÃO FRONTAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202222669,0;2022-09-24;;COM VÍTIMA;FINALIZADA;PORTO DA MADEIRA;AV BEBERIBE;;;RESIDENCIAL JOÃO PAULO II;PORTO DA MADEIRA;;;COLISÃO LATERAL;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Dupla;Faixa seccionada;;
202222692,0;2022-09-24;;COM VÍTIMA;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO HOSPITAL PORTUGUES, SENTIDO BOA VIAGEM - DERBY;PAISSANDU;;;ATROPELAMENTO DE PESSOA;0,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Canteiro central;;
202222693,0;2022-09-24;;COM VÍTIMA;FINALIZADA;TORRE;RUA REAL DA TORRE;;;EM FRENTE A LOJA DO CONDOMÍNIO;TORRE;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
202222702,0;2022-09-24;;SEM VÍTIMA;FINALIZADA;TORRE;AV VISCONDE DE ALBUQUERQUE;;;EM FRENTE A PADARIA MASSA NOBRE;TORRE;;;COLISÃO TRASEIRA;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202222713,0;2022-09-24;;COM VÍTIMA;CANCELADA;ROSARINHO;AV SANTOS DUMONT;332,0;;EM FRENTE A CAFETERIA CAFETÃO;ROSARINHO;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202222722,0;2022-09-24;;SEM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;AV RECIFE;5327,0;RUA MARQUES DE ITANHAEM;;JARDIM SÃO PAULO;;;COLISÃO TRASEIRA;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;;;;;;;;;;;;;
202222746,0;2022-09-24;;COM VÍTIMA;FINALIZADA;IPSEP;AV RECIFE;;;PROXIMO A DELEGACIA;IPSEP;;;CHOQUE;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;Faixa seccionada;
202222754,0;2022-09-25;;COM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;AV ALFREDO LISBOA;;;POSTO POLICIAL CIATUR;BAIRRO DO RECIFE;;;ATROPELAMENTO DE PESSOA;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;R-6a;30 km/h;Única;;;
202222838,0;2022-09-26;;COM VÍTIMA;FINALIZADA;MADALENA;AV VISCONDE DE ALBUQUERQUE;401,0;RUA LOPES DE CARVALHO;APÓS O BOMPREÇO, EM FRENTE AO MADALENA CENTER;MADALENA;;CIDADE;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Única;Faixa seccionada;;
202222841,0;2022-09-26;;COM VÍTIMA;FINALIZADA;ESTÂNCIA;RUA JOAO TEIXEIRA;;;EM FRENTE AO COLEGIO VISÃO;ESTÂNCIA;;;COLISÃO LATERAL;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202222849,0;2022-09-26;;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DR LEOPOLDO LINS;;AV GOVERNADOR AGAMENON MAGALHAES;PRÓX. À CAIXA;BOA VISTA;78,0;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Faixa seccionada;;
202222850,0;2022-09-26;;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;LADO OPOSTO A IGREJA BATISTA LARGO DA PAZ;IMBIRIBEIRA;;CIDADE;COLISÃO TRANSVERSAL;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Canteiro central;;
202222853,0;2022-09-26;;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DR LEOPOLDO LINS;;AV GOVERNADOR AGAMENON MAGALHAES;PRÓX. À CAIXA;BOA VISTA;78,0;;QUEDA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
202222870,0;2022-09-26;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA PADRE CARAPUCEIRO;RUA PADRE CARAPUCEIRO;BOA VIAGEM;216,0;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Canteiro central;;
202222873,0;2022-09-26;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;405,0;;APÓS O ARMAZEM CORAL;SANTO AMARO;;CIDADE;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;;
202222891,0;2022-09-26;;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;AV PREFEITO ARTUR LIMA CAVALCANTI;EM FRENTE A APAC;SANTO AMARO;343,0;;COLISÃO LATERAL;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;
202222905,0;2022-09-26;;COM VÍTIMA;FINALIZADA;SANCHO;AV LIBERDADE;1427,0;;EM FRENTE AO PRESIDIO ANIBAL BRUNO E A EMBRANET;SANCHO;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;R-6c;;Dupla;Não existe;;
202222911,0;2022-09-26;;COM VÍTIMA;FINALIZADA;DERBY;PRC DO DERBY;;;E/F A ESTAÇAO DO BRT  S/T SUB;DERBY;;;QUEDA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Canteiro central;;
202222916,0;2022-09-26;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;EM FRENTE A UPA DA IMBIRIBEIRA;IMBIRIBEIRA;;;ATROPELAMENTO DE PESSOA;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
202222918,0;2022-09-26;;COM VÍTIMA;CANCELADA;CAMPO GRANDE;RUA PROFESSOR FRANCISCO DA TRINDADE;;RUA SAO CAETANO;POR TRAS DO CLUBE DAS PAZ;CAMPO GRANDE;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;;;;;;;;;
202222928,0;2022-09-26;;COM VÍTIMA;CANCELADA;TORRE;RUA JOSE BONIFACIO;;RUA MARCOS ANDRE;PROX AO SUPERMERCADO CARREFUOR;TORRE;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202222930,0;2022-09-26;;COM VÍTIMA;CANCELADA;ILHA DO RETIRO;RUA PROFESSOR BENEDITO MONTEIRO;;;EM FRENTE ACADEMIA CEUFIT / PROX A LE BISCUIT DO BENFICA;ILHA DO RETIRO;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202222940,0;2022-09-27;;COM VÍTIMA;FINALIZADA;BOMBA DO HEMETÉRIO;RUA BOMBA DO HEMETERIO;649,0;;;BOMBA DO HEMETÉRIO;;SUBURBIO;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Não existe;;
202222950,0;2022-09-27;;COM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;;;EM FRENTE A DISNOVE CONCESSIONÁRIA;CAXANGÁ;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
202222951,0;2022-09-27;;COM VÍTIMA;FINALIZADA;CORDEIRO;AV GENERAL SAN MARTIN;495,0;RUA SANTOS MOREIRA;EM FRENTE A MUG SORVETES;CORDEIRO;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;;;
202222982,0;2022-09-27;;COM VÍTIMA;FINALIZADA;VÁRZEA;AV PROFESSOR ARTUR DE SA;;RUA PROFESSOR ANTONIO COELHO;EM FRENTE AO HOSPITAL DAS CLÍNICAS;VÁRZEA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;Dupla;Faixa contínua;;
202222984,0;2022-09-27;;COM VÍTIMA;FINALIZADA;CAXANGÁ;AV MAURICIO DE NASSAU;2075,0;;EM FRENTE A FUNDANÇÃO ALTINO VENTURA;CAXANGÁ;;;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;;Dupla;Faixa contínua;;
202222986,0;2022-09-27;;COM VÍTIMA;FINALIZADA;MADALENA;AV VISCONDE DE ALBUQUERQUE;862,0;RUA JANUARIO BARBOSA;EM FRENTE A CLINICA INTERPERIO E PROXIMO A PRAÇA EÇA DE QUEIROZ;MADALENA;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";60 km/h;Única;Faixa contínua;Faixa seccionada;
202222992,0;2022-09-27;;SEM VÍTIMA;CANCELADA;DOIS UNIDOS;RUA VILA FLOR;281,0;;PROXIMO A ASSEMBLEIA DE DEUS;DOIS UNIDOS;;SUBURBIO;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202223006,0;2022-09-27;;COM VÍTIMA;FINALIZADA;BEBERIBE;AV ANIBAL BENEVOLO;;;TERMINAL DE ÔNIBUS;BEBERIBE;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202223009,0;2022-09-27;;COM VÍTIMA;CANCELADA;CABANGA;RUA GENERAL ESTILAC LEAL;;;QUARTEL EXERCITO;CABANGA;;;COLISÃO TRASEIRA;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202223018,0;2022-09-28;;COM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA CONS PORTELA;644,0;;EM FRENTE A LIVRARIA AQUARELA, PROX. A AUDISONIC APARELHOS;ESPINHEIRO;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;30 km/h;Única;Não existe;;
202223020,0;2022-09-28;;COM VÍTIMA;FINALIZADA;IBURA;AV RECIFE;;;UPA E DA AV RECIFE;IBURA;;;ATROPELAMENTO DE PESSOA;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Não existe;;
202223077,0;2022-09-28;;SEM VÍTIMA;FINALIZADA;AFLITOS;AV SANTOS DUMONT;444,0;;EM FRENTE AO Nº 444;AFLITOS;;SUBURBIO;CHOQUE;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;30 km/h;Única;;;
202223087,0;2022-09-28;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;EM FRENTE A FPS NO SENTIDO PRAZERES;IMBIRIBEIRA;;;COLISÃO TRASEIRA;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Dupla;Canteiro central;;
202223091,0;2022-09-28;;COM VÍTIMA;FINALIZADA;GRAÇAS;RUA DAS PERNAMBUCANAS;;RUA MONSENHOR AMBROZINO LEITE;PROXIMO AO HOSPITAL JAIME DA FONTE;GRAÇAS;600,0;SUBURBIO;COLISÃO TRANSVERSAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Intermitente;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa seccionada;;
202223098,0;2022-09-29;;COM VÍTIMA;CANCELADA;TEJIPIÓ;RUA LEANDRO BARRETO;425,0;;EM FRENTE A GALERIA VERDE;TEJIPIÓ;;;QUEDA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202223110,0;2022-09-29;;COM VÍTIMA;DUPLICIDADE;;RUA SAO MIGUEL;;;;;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202223111,0;2022-09-29;;COM VÍTIMA;FINALIZADA;DERBY;RUA HENRIQUE DIAS;;AV GOVERNADOR AGAMENON MAGALHAES;;DERBY;;;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Dupla;Faixa seccionada;;
202223115,0;2022-09-29;;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;1883,0;;CENTER QUADROS METÁLICOS;AFOGADOS;;;COLISÃO LATERAL;1,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;Faixa seccionada;
202223138,0;2022-09-29;;COM VÍTIMA;FINALIZADA;CIDADE UNIVERSITÁRIA;AV PROFESSOR LUIZ FREIRE;;;EM FRENTE AO IFPE;CIDADE UNIVERSITÁRIA;;;COLISÃO TRASEIRA;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa seccionada;;
202223141,0;2022-09-29;;COM VÍTIMA;FINALIZADA;BARRO;AV DR JOSE RUFINO;;;EM FRENTE AO 4º BCOM;BARRO;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202223142,0;2022-09-29;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV MARECHAL MASCARENHAS DE MORAES;5313,0;;EM FRENTE AO HOTEL IBIS RECIFE AEROPORTO;BOA VIAGEM;;CIDADE;;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa contínua;Canteiro central;
202223162,0;2022-09-29;;COM VÍTIMA;FINALIZADA;DOIS IRMÃOS;RUA DOIS IRMAOS;;;EM FRENTE A ESCOLA CÃNDIDO DUARTE;DOIS IRMÃOS;;;QUEDA;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;;
202223170,0;2022-09-29;;SEM VÍTIMA;CANCELADA;BOA VIAGEM;RUA BALTAZAR PASSOS;;AV BOA VIAGEM;;BOA VIAGEM;;;COLISÃO LATERAL;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;
202223174,0;2022-09-29;;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;;;EM FRENTE AO Nº 3356;BOA VIAGEM;547,0;CIDADE;COLISÃO TRASEIRA;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;Faixa seccionada;;
202223176,0;2022-09-29;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA CAMBOIM;;RUA JOAO CARDOSO AIRES;;BOA VIAGEM;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;"Placas ""Pare""";30 km/h;Dupla;Faixa seccionada;;
202223183,0;2022-09-30;;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;2707,0;;EM FRENTE A CLÍNICA ARMINDO MOURA NETO;BOA VIAGEM;549,0;;ENGAVETAMENTO;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa seccionada;;
202223193,0;2022-09-30;;COM VÍTIMA;FINALIZADA;MANGUEIRA;RUA VINTE E UM DE ABRIL;2090,0;RUA BOM JARDIM;JOEL DAS BEBIDAS / BORRACHARIA DO LUCAS;MANGUEIRA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202223231,0;2022-09-30;;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA CONEGO LIRA;370,0;;PROX A DISTRUIDORA PALAÇOS / BATERIA MOURA;IMBIRIBEIRA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202223236,0;2022-09-30;;COM VÍTIMA;FINALIZADA;BONGI;RUA DELMIRO GOUVEIA;333,0;;EM FRENTE A CHESF;BONGI;;CIDADE;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
202223254,0;2022-09-30;;COM VÍTIMA;CANCELADA;POÇO DA PANELA;AV DEZESSETE DE AGOSTO;1986,0;;PRÓXIMO AO LABORATÓRIO MARCELO MAGALHÃES;POÇO DA PANELA;;;COLISÃO LATERAL;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202223262,0;2022-09-30;;COM VÍTIMA;CANCELADA;CAXANGÁ;RUA EMILIANO BRAGA;;;ATTRAS DA ESTACÃO DE ONIBUS BRT;CAXANGÁ;;;COLISÃO FRONTAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202223274,0;2022-09-30;;COM VÍTIMA;CANCELADA;ARRUDA;RUA DA REGENERACAO;788,0;;EM FRENTE A LOJA TO NO ASSAI;ARRUDA;;;CHOQUE;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;;;;;;;;;
202223276,0;2022-10-01;;COM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;AV RECIFE;6165,0;;EM FRENTE AO ASSAI;JARDIM SÃO PAULO;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
202223345,0;2022-10-01;;COM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV BEBERIBE;;RUA PEDRO ALVES;DROGASIL;ENCRUZILHADA;186,0;CIDADE;COLISÃO TRASEIRA;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;;
202223347,0;2022-10-01;;SEM VÍTIMA;FINALIZADA;IBURA;RUA PINTOR AGENOR DE ALBUQUERQUE CESAR;160,0;;;IBURA;;;CHOQUE;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Dupla;Não existe;;
202223349,0;2022-10-01;;COM VÍTIMA;FINALIZADA;VASCO DA GAMA;RUA VASCO DA GAMA;178,0;;PRÓXIMO AO SESI DO VASCO;VASCO DA GAMA;;;COLISÃO LATERAL;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;Outros;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;R-6a;40 km/h;Dupla;Faixa seccionada;;
